img_path,true_label,yolo_pred,yolo_probs,convnext_pred,convnext_probs,vit_pred,vit_probs
/kaggle/input/mosquito-data/train_images/19619659-3ea1-4063-ac49-98e51aeff192.jpeg,albopictus,albopictus,"[7.601189677686193e-10, 0.9999666213989258, 1.2577262168633752e-05, 1.8110878954757936e-05, 1.081082359633001e-06, 1.4970529491620255e-06]",albopictus,"[1.1557850712051732e-06, 0.9999873638153076, 2.9377217742876383e-06, 3.524153498801752e-06, 3.4326961895203567e-07, 4.630619059753371e-06]",albopictus,"[2.454942773510993e-07, 0.9999995231628418, 5.260570290488431e-08, 1.7354228987187525e-07, 5.5135984666776494e-08, 1.8629142672921262e-08]"
/kaggle/input/mosquito-data/train_images/15bf482d-ac28-4aaf-b6cc-1a6cac431fa9.jpeg,albopictus,albopictus,"[7.923958946776111e-07, 0.9990941286087036, 4.3597779608717246e-08, 0.0008052705670706928, 7.395020656986162e-05, 2.5880775865516625e-05]",albopictus,"[6.074806606193306e-06, 0.9999406337738037, 2.075393467748654e-06, 7.908124644018244e-06, 1.8743699001788627e-06, 4.1537372453603894e-05]",albopictus,"[1.5993197166608297e-06, 0.9999940395355225, 1.8005837887358211e-07, 3.384068122613826e-06, 3.461391315795481e-07, 4.413654721702187e-07]"
/kaggle/input/mosquito-data/train_images/d4a6199f-6b6f-4d1c-b0e2-76f4e51e1f2b.jpeg,albopictus,albopictus,"[1.6876757085479248e-14, 0.9997082352638245, 2.6828451319154473e-18, 3.127463443775014e-08, 2.1338972255868782e-11, 0.0002917508827522397]",albopictus,"[4.210725990105857e-07, 0.999996542930603, 3.4309900343032496e-07, 1.5999186189219472e-06, 2.1544775563597796e-07, 9.414392820872308e-07]",albopictus,"[6.629619520026608e-09, 1.0, 1.4988849050823205e-09, 1.0168931474652254e-08, 1.8410596380746824e-09, 5.70549385514596e-09]"
/kaggle/input/mosquito-data/train_images/74eecaa1-5700-4066-8ead-69d17e561138.jpeg,culex,culex,"[1.559913309634453e-10, 6.377277941282955e-07, 2.9164379787040284e-13, 0.999984622001648, 1.4719657883688342e-05, 2.649130337317729e-08]",culex,"[1.1974607332376763e-05, 0.00017953873611986637, 1.4043106375538628e-06, 0.9997726082801819, 9.205799869960174e-06, 2.534831037337426e-05]",culex,"[4.82551627101202e-07, 0.0001553291513118893, 7.421913323923945e-07, 0.9995062351226807, 0.00033687875838950276, 3.148317659906752e-07]"
/kaggle/input/mosquito-data/train_images/1eb0d75f-733f-4922-b8f9-ae75e6f698c1.jpeg,albopictus,albopictus,"[3.5206886295213735e-09, 0.9999998807907104, 2.5792085481257665e-12, 2.874210913716979e-08, 2.9218276687004163e-09, 7.245168376357469e-08]",albopictus,"[3.657226216091658e-06, 0.9999798536300659, 1.960133204192971e-06, 3.5272405511932448e-06, 9.372650993100251e-07, 1.0010555342887528e-05]",albopictus,"[2.9576224847005506e-07, 0.9999995231628418, 1.709349639611446e-08, 1.4655444147138041e-07, 5.431494187746466e-08, 1.869774024498838e-08]"
/kaggle/input/mosquito-data/train_images/65a2a520-97c2-443e-af7f-8f3e982a4f73.jpeg,albopictus,albopictus,"[6.292301790722377e-09, 0.9999760389328003, 3.7552052396458424e-13, 2.0615202629414853e-06, 9.243440735051678e-11, 2.191984822275117e-05]",albopictus,"[2.443566472720704e-06, 0.9999747276306152, 1.467532456445042e-06, 1.788402187230531e-05, 6.639791081397561e-07, 2.8289587135077454e-06]",albopictus,"[1.3139872407919029e-06, 0.9999712705612183, 1.8799411805048294e-08, 7.380851911875652e-07, 4.493197707233776e-07, 2.6188503397861496e-05]"
/kaggle/input/mosquito-data/train_images/f256e021-e726-49ad-81c3-e1a9b5c8cb1d.jpeg,albopictus,albopictus,"[9.4980745490858e-10, 0.9999992847442627, 1.0639682557211927e-07, 3.570700357613532e-07, 1.7286953812867267e-10, 1.8289955505679245e-07]",albopictus,"[1.1908686019523884e-06, 0.9999909400939941, 2.340146011192701e-06, 2.477799398548086e-06, 1.86018652925668e-07, 2.9023133265582146e-06]",albopictus,"[8.543084106804599e-08, 0.9999997615814209, 1.3680422128459213e-08, 4.4129286891347874e-08, 2.6641067130128704e-09, 8.830390640923724e-08]"
/kaggle/input/mosquito-data/train_images/a6b8a45a-f7b4-4f2d-9adf-8fce06fc7e72.jpeg,albopictus,albopictus,"[1.4984596674594286e-08, 0.9999998807907104, 2.317524918851602e-15, 1.4090308919634253e-09, 5.097437849599373e-08, 4.561909516809237e-09]",albopictus,"[9.170712473860476e-06, 0.9999736547470093, 8.802267643659434e-07, 8.838654139253777e-06, 3.8761127143516205e-06, 3.6231958802090958e-06]",albopictus,"[1.150458714960223e-07, 0.9999951124191284, 3.2484667400467515e-08, 4.640986844606232e-06, 5.15122806632462e-08, 2.8623363235169563e-08]"
/kaggle/input/mosquito-data/train_images/3b7ab2c5-a3d3-418f-becd-b69ac393e434.jpeg,albopictus,albopictus,"[1.3347419523801474e-11, 0.9999995231628418, 1.5042275151172513e-14, 4.2998362914659083e-07, 4.2931489474540285e-09, 3.256198510825925e-08]",albopictus,"[1.2710230294032954e-05, 0.9998725652694702, 1.3146596984370262e-06, 2.359723794143065e-06, 3.688805918500293e-06, 0.00010722340812208131]",albopictus,"[5.685365067620296e-07, 0.9999896287918091, 5.872840347365127e-07, 8.289211109513417e-06, 7.199694209703011e-07, 1.39123500275673e-07]"
/kaggle/input/mosquito-data/train_images/342ff8da-b007-430f-8283-5aa7c03ebdb4.jpeg,culex,culex,"[1.3734836601386746e-09, 0.00012754768249578774, 0.0016265221638604999, 0.9981732368469238, 7.261164137162268e-05, 1.770637396703023e-07]",culex,"[5.646603540299111e-07, 7.365486089838669e-05, 3.975995696237078e-06, 0.999911904335022, 9.089799277717248e-06, 8.236949042839115e-07]",culex,"[4.3229982793491217e-07, 1.2290595805097837e-05, 4.2303173586333287e-07, 0.9999511241912842, 3.536983786034398e-05, 3.4404567372803285e-07]"
/kaggle/input/mosquito-data/train_images/cc9d658b-d823-4603-850e-f50021512d64.jpeg,culex,culex,"[9.328288141929875e-11, 5.767677976109553e-06, 1.807530514152944e-10, 0.9999942779541016, 1.5738656600206014e-08, 3.2866929663977196e-12]",culex,"[1.4225192899175454e-06, 0.00010968711285386235, 1.7502042055639322e-06, 0.999884843826294, 8.293272912851535e-07, 1.4365381275638356e-06]",culex,"[6.064919944037683e-07, 3.116349398624152e-05, 4.501417549818143e-07, 0.9999641180038452, 3.3448709473304916e-06, 2.71039880317403e-07]"
/kaggle/input/mosquito-data/train_images/794f1537-9640-4a79-8df9-8bcc5174b503.jpeg,culex,culex,"[4.664841863483149e-12, 7.412047864363558e-08, 3.7237628536246348e-09, 0.9999408721923828, 5.9008267271565273e-05, 2.949690214304468e-10]",culex,"[1.4839650930298376e-06, 3.4379493172309594e-06, 1.296653863391839e-06, 0.999982476234436, 1.080328001989983e-05, 5.343558200365806e-07]",culex,"[1.8513341046855203e-06, 4.621411062544212e-05, 6.3944808061933145e-06, 0.9997254014015198, 0.00021961942547932267, 5.513646215149492e-07]"
/kaggle/input/mosquito-data/train_images/9dc1f00e-135c-4b5f-9614-4dadcc33c597.jpeg,culex,culex,"[4.761396041885746e-07, 0.06202849745750427, 1.0166292287172585e-11, 0.9232197999954224, 0.014751188457012177, 1.3552263478100457e-10]",culex,"[1.7886388377519324e-05, 0.0005638165748678148, 1.6702911125321407e-06, 0.9993540644645691, 6.092393596190959e-05, 1.6197541299334262e-06]",culex,"[3.08817507175263e-05, 0.009442209266126156, 1.5086678104125895e-05, 0.9843851327896118, 0.006101205013692379, 2.5582688977010548e-05]"
/kaggle/input/mosquito-data/train_images/7a229e1e-dec8-4eb5-93cf-6bceef1ce849.jpeg,culex,culex,"[1.5771372055550792e-11, 1.9332506781211123e-05, 5.357277555601003e-12, 0.9999551773071289, 2.5481047487119213e-05, 5.798385105393322e-10]",culex,"[0.0021379783283919096, 0.01168401911854744, 3.0345732739078812e-05, 0.9857780933380127, 0.0003562607162166387, 1.3353936083149165e-05]",culex,"[2.12453323911177e-05, 0.0004901810316368937, 2.1076371012895834e-06, 0.9938310384750366, 0.005649743136018515, 5.596291885012761e-06]"
/kaggle/input/mosquito-data/train_images/fb27305c-5d4e-4884-b7cc-c1dd64978b52.jpeg,albopictus,albopictus,"[4.879034398719284e-10, 0.9999972581863403, 3.892372969077629e-12, 2.115387133017066e-06, 9.219048635600302e-09, 6.534012300107861e-07]",albopictus,"[5.970808615529677e-06, 0.9999915361404419, 8.571473699703347e-07, 1.173313648905605e-06, 2.7314109729559277e-07, 1.2450038866518298e-07]",albopictus,"[8.239371140916774e-08, 0.9999994039535522, 4.1781710535815364e-08, 4.304315837089234e-07, 2.9349930485977893e-08, 4.04932709585637e-09]"
/kaggle/input/mosquito-data/train_images/64b1760e-7559-418b-855f-9d4d256a5a13.jpeg,culex,culex,"[1.1696985602327459e-08, 0.0005565701867453754, 1.9482058633002453e-07, 0.9994207620620728, 1.9302799046272412e-05, 3.1400020361616043e-06]",culex,"[4.743561021314235e-06, 0.00013416947331279516, 1.5085886388988001e-06, 0.9998549222946167, 3.0988935577624943e-06, 1.635689272916352e-06]",culex,"[3.875222319038585e-06, 0.00108270940836519, 2.0700417735497467e-06, 0.9989013671875, 9.488098839938175e-06, 4.3294537022120494e-07]"
/kaggle/input/mosquito-data/train_images/5acf099c-89d1-4abc-a333-7cbfdf279af8.jpeg,culex,culex,"[6.960648946119363e-09, 0.004693031311035156, 6.484363268555171e-09, 0.9921537041664124, 0.000846331415232271, 0.0023069221060723066]",culex,"[0.0002520040434319526, 0.08095405995845795, 1.7014448530972004e-05, 0.7929500937461853, 0.017710234969854355, 0.10811658948659897]",culex,"[3.899789589922875e-05, 0.006659310311079025, 5.2166338718961924e-05, 0.8703263401985168, 0.12242516130208969, 0.0004980987869203091]"
/kaggle/input/mosquito-data/train_images/e9b2a293-062b-45e0-b1f1-cd25fd5fc8e6.jpeg,culex,culex,"[3.302669249194423e-10, 4.582985184242716e-06, 7.860324302555455e-08, 0.9999842643737793, 1.1151209037052467e-05, 6.384547113214012e-09]",culex,"[4.405112576932879e-06, 0.0002671940310392529, 1.275261638511438e-06, 0.9995545744895935, 0.0001707571354927495, 1.6881393776202458e-06]",culex,"[1.966803665709449e-06, 0.0001374100975226611, 2.6402522053103894e-05, 0.9911192059516907, 0.00871191080659628, 3.073122343266732e-06]"
/kaggle/input/mosquito-data/train_images/7fe299a3-7252-4b28-96b2-81e50617c317.jpeg,albopictus,albopictus,"[1.1705396651962019e-09, 0.9999948740005493, 6.28779729563815e-14, 1.0836675556902264e-08, 1.2250227499066568e-08, 5.096576842333889e-06]",albopictus,"[1.3618806633530767e-06, 0.9999916553497314, 1.7979739368456649e-06, 3.426788907745504e-06, 2.635668181483197e-07, 1.396414859300421e-06]",albopictus,"[1.706915639942963e-07, 0.9999978542327881, 1.0979054110293873e-08, 1.8518421711632982e-06, 9.321642124859864e-09, 2.813037980331501e-08]"
/kaggle/input/mosquito-data/train_images/1b33488b-4fd3-43b5-9377-e5b086c34ba0.jpeg,culex,culex,"[1.967934062235832e-12, 1.1944956668230589e-07, 1.7460240198108323e-10, 0.9999998807907104, 6.37479652398909e-11, 6.158556997704068e-11]",culex,"[2.4898415631469106e-06, 3.454533725744113e-05, 7.825467946531717e-06, 0.9999525547027588, 4.6466149683510594e-07, 2.1657444904121803e-06]",culex,"[5.336943686984341e-08, 1.4055551673664013e-06, 2.8869393986497016e-08, 0.9999974966049194, 1.0053923915620544e-06, 7.328136319983969e-08]"
/kaggle/input/mosquito-data/train_images/5ed69858-4d2e-4aa3-a0bb-14a73f6c9e7d.jpeg,albopictus,albopictus,"[4.552958898784709e-09, 0.6572438478469849, 6.249056827556387e-11, 0.33558619022369385, 0.007169637829065323, 3.2804840088829224e-07]",albopictus,"[3.258410288253799e-05, 0.9988561868667603, 9.066832717508078e-06, 0.0010924867819994688, 5.848797172802733e-06, 3.834915787592763e-06]",albopictus,"[6.071092502679676e-05, 0.8601740002632141, 1.3717717592953704e-05, 0.13931815326213837, 0.0003693972248584032, 6.401506107067689e-05]"
/kaggle/input/mosquito-data/train_images/f9be9795-467e-401e-afe0-6e9de2ac5191.jpeg,culex,culex,"[9.908204465225445e-12, 1.7195128521052538e-07, 8.633075736050484e-16, 0.9999998807907104, 4.312489948476994e-11, 1.0491438853744636e-13]",culex,"[3.559697006494389e-06, 3.298776937299408e-05, 2.550949147916981e-06, 0.9999574422836304, 8.342534556504688e-07, 2.5950721465051174e-06]",culex,"[1.7878700475648657e-07, 2.7859662168339128e-06, 5.1829811553716354e-08, 0.9999948740005493, 1.9043843622057466e-06, 1.4482218091416144e-07]"
/kaggle/input/mosquito-data/train_images/b3665309-7a57-48c4-8bdb-045a51e9a7f7.jpeg,albopictus,albopictus,"[6.080032921573775e-09, 0.9999228715896606, 2.618244813665238e-12, 2.1436505903693615e-06, 2.2486182360559326e-10, 7.503129745600745e-05]",albopictus,"[2.78211473414558e-06, 0.9999772310256958, 2.3206923742691288e-06, 9.447042430110741e-06, 8.158033324434655e-07, 7.422603630402591e-06]",albopictus,"[7.938166390886181e-08, 0.9999948740005493, 2.9065292395102915e-08, 5.044006684329361e-06, 1.2202026056229442e-08, 4.3088409285019225e-08]"
/kaggle/input/mosquito-data/train_images/606c6f7a-2b2d-4233-ac9f-91e93e8dcd22.jpeg,albopictus,albopictus,"[1.3895472648073337e-06, 0.9838991165161133, 1.259210989701387e-06, 0.01596490666270256, 0.00011889951565535739, 1.4416034900932573e-05]",albopictus,"[1.7463632957515074e-06, 0.9999794960021973, 5.244186468189582e-06, 1.2861698451160919e-05, 3.75701716848198e-07, 2.7138699465467653e-07]",albopictus,"[1.9779432136601827e-07, 0.9998854398727417, 2.373570282543369e-07, 0.00011350798740750179, 5.688899591405061e-07, 1.6725161344766093e-07]"
/kaggle/input/mosquito-data/train_images/2c454739-22ef-4e1e-8c9f-5f48b848713f.jpeg,albopictus,albopictus,"[9.967874348149053e-07, 0.9999953508377075, 8.753939820206266e-14, 2.3845236682973336e-06, 1.3066597830402316e-06, 1.916174684202243e-11]",albopictus,"[5.514966687769629e-06, 0.9999920129776001, 4.20930973632494e-07, 9.204040338772757e-07, 8.380805525121104e-07, 2.17608786101664e-07]",albopictus,"[4.445695140020689e-06, 0.9999701976776123, 3.252563089972682e-07, 2.3698096356383758e-06, 2.1976255084155127e-05, 6.903482017150964e-07]"
/kaggle/input/mosquito-data/train_images/9930fc25-4b3d-4935-b3ae-4841d544704c.jpeg,culex,culex,"[2.0087908766952545e-11, 0.00011614817049121484, 6.094665883082939e-10, 0.9998838901519775, 4.37720082402393e-09, 5.3822826195926154e-09]",culex,"[2.7653670713334577e-06, 2.2711881683790125e-05, 0.00014794775051996112, 0.9998243451118469, 9.914220981954713e-07, 1.2777205711245188e-06]",culex,"[1.8100088709616102e-05, 0.004120194353163242, 3.760621984838508e-05, 0.9954879879951477, 0.0003081033646594733, 2.7992769901175052e-05]"
/kaggle/input/mosquito-data/train_images/5050cde7-4544-49d0-82ef-dcca471f06db.jpeg,culex,culex,"[3.0901478709211005e-08, 0.00020169631170574576, 1.3413790078686816e-09, 0.9995858073234558, 0.00019760131544899195, 1.4780563105887268e-05]",culex,"[1.269972244699602e-06, 1.1351439752615988e-05, 1.6926907846936956e-05, 0.9999500513076782, 1.5108032130228821e-05, 5.318090643413598e-06]",culex,"[7.707306212978438e-05, 6.187740655150265e-05, 1.033131866279291e-05, 0.9954137206077576, 0.004392689093947411, 4.428399552125484e-05]"
/kaggle/input/mosquito-data/train_images/47105a34-1f63-4532-a38b-92c2476cb79e.jpeg,culex,culex,"[4.207901249664303e-10, 5.7984016166301444e-05, 2.644458436951158e-12, 0.9999420642852783, 1.6480081743708297e-09, 1.7335533009088522e-09]",culex,"[5.903956662223209e-06, 0.00010222232231171802, 1.0109196409757715e-05, 0.9998766183853149, 9.434041885469924e-07, 4.274587354302639e-06]",culex,"[1.5997856905869412e-07, 3.320889300084673e-05, 1.0484878743000081e-07, 0.9999663829803467, 7.65562688798127e-08, 4.084246896240984e-08]"
/kaggle/input/mosquito-data/train_images/b6700859-c4c6-44ee-aafd-9a83f3196f87.jpeg,culex,culex,"[1.4424735017559698e-10, 5.308621439326089e-06, 7.995348738631947e-08, 0.9999569654464722, 3.755242141778581e-05, 2.3541559812656487e-09]",culex,"[2.8699778340524063e-05, 1.7295187717536464e-05, 0.0007870927802287042, 0.987321674823761, 0.011839738115668297, 5.3712183216703124e-06]",culex,"[2.484740662112017e-06, 3.747151367861079e-06, 5.544990926864557e-06, 0.999742329120636, 0.00024248055706266314, 3.3970020467677386e-06]"
/kaggle/input/mosquito-data/train_images/fa119dbf-d05f-4113-b815-e62ac1feb089.jpeg,culex,culex,"[1.5394455187608264e-13, 2.685883515596288e-09, 1.2426938818255184e-11, 1.0, 2.899437356873591e-10, 6.615228384607846e-14]",culex,"[9.49600291733077e-07, 7.409871159325121e-06, 3.5296334317536093e-06, 0.9999847412109375, 5.475477564687026e-07, 2.819541123244562e-06]",culex,"[2.8475338353928237e-07, 1.1678914233925752e-05, 2.1261024585328414e-07, 0.9999805688858032, 6.488997769338312e-06, 7.635906058567343e-07]"
/kaggle/input/mosquito-data/train_images/1614aa42-7c67-4140-a5fd-af358c359c27.jpeg,culex,culex,"[2.0997286132029558e-09, 0.0003898094000760466, 3.0228729883674532e-06, 0.9996042847633362, 2.9889290544815594e-06, 1.6310619521675562e-09]",culex,"[1.8812512507793144e-06, 4.384094791021198e-05, 2.8122818548581563e-05, 0.9998915195465088, 3.452761666267179e-05, 1.9207362811357598e-07]",culex,"[6.377471436280757e-06, 0.0013063900405541062, 3.0186008643795503e-06, 0.9962430000305176, 0.0024407138116657734, 4.830373541153676e-07]"
/kaggle/input/mosquito-data/train_images/ef921ee4-074c-40ef-8d98-0371208d7c64.jpeg,culiseta,culiseta,"[1.346832454590663e-11, 0.0002390022127656266, 6.5082017906674134e-15, 2.450474312354345e-07, 0.9997608065605164, 3.990701866185553e-12]",culiseta,"[6.628024948440725e-06, 0.0005636180285364389, 1.3241929082141723e-05, 0.0001529644796391949, 0.999262273311615, 1.2130653885833453e-06]",culiseta,"[5.614087513095001e-06, 0.005385344382375479, 5.121900176163763e-05, 0.001682568690739572, 0.9928752183914185, 8.534684781125179e-08]"
/kaggle/input/mosquito-data/train_images/84204b9f-8c10-406d-bdd1-790c4b466521.jpeg,culex,culex,"[2.991394632001487e-10, 7.60822331358213e-06, 3.8016975678623055e-10, 0.9999921321868896, 2.415982010006701e-07, 2.5779298695738362e-08]",culex,"[1.6172784853552002e-06, 8.33408412290737e-05, 7.71153963796678e-07, 0.9998985528945923, 1.483184769313084e-05, 9.196074302053603e-07]",culex,"[1.0991914223268395e-06, 1.2220310964039527e-05, 1.090193336494849e-06, 0.9999819993972778, 2.182870048272889e-06, 1.3134575738149579e-06]"
/kaggle/input/mosquito-data/train_images/6a6ab50f-efd6-4281-876f-f889d3f6092f.jpeg,culex,culex,"[1.2895758245978772e-11, 6.7732476054516155e-06, 2.8069446723552605e-13, 0.999993085861206, 6.704168242777087e-08, 1.027056661939696e-09]",culex,"[4.964677827956621e-06, 2.469718128850218e-05, 1.0278300806021434e-06, 0.9999641180038452, 3.6473879845289048e-06, 1.5794989849382546e-06]",culex,"[4.790095999851474e-07, 1.5649042325094342e-05, 9.999410366390293e-08, 0.9999712705612183, 1.2433564734237734e-05, 9.936687916933806e-08]"
/kaggle/input/mosquito-data/train_images/9703655d-3cdd-4227-92f2-1a3789d184f3.jpeg,culex,culex,"[3.523180636122447e-10, 6.9715629251732025e-06, 1.8377228905297471e-10, 0.9999927282333374, 3.3080036132560053e-07, 5.045934226011184e-10]",culex,"[2.7271784347249195e-05, 0.00144444708712399, 0.00019281439017504454, 0.9980315566062927, 6.07948204560671e-05, 0.00024306497653014958]",culex,"[1.991806612977598e-07, 7.479875421267934e-06, 4.817637773157912e-07, 0.9999587535858154, 3.260358425904997e-05, 5.659580324390845e-07]"
/kaggle/input/mosquito-data/train_images/17c1d3b3-54ea-41fd-8042-0c78b720bcd9.jpeg,japonicus/koreicus,culiseta,"[4.266117230145028e-06, 0.013149449601769447, 3.841045526087328e-08, 0.0008550236816518009, 0.9850483536720276, 0.0009428767370991409]",albopictus,"[3.839752753265202e-05, 0.8416751027107239, 2.6695050109992735e-05, 0.00010146682325284928, 0.00010444450890645385, 0.15805386006832123]",culiseta,"[9.396081281920488e-07, 0.00038335498538799584, 1.6024863498387276e-06, 0.00011421303497627378, 0.9994964599609375, 3.4112088087567827e-06]"
/kaggle/input/mosquito-data/train_images/a307faf4-5c6b-4cb0-af57-7b5153748ad6.jpeg,albopictus,albopictus,"[3.0079849011599435e-07, 0.9999669790267944, 5.341177722328894e-09, 1.4044342606212012e-05, 9.427873948197885e-08, 1.856856033555232e-05]",albopictus,"[2.479264367138967e-06, 0.9999916553497314, 8.454286444248282e-07, 3.822940016107168e-06, 8.265561746156891e-08, 1.0279799198542605e-06]",albopictus,"[5.574910915129294e-07, 0.9999972581863403, 2.0190491056837345e-07, 1.5194627849268727e-06, 2.1524151350149623e-07, 2.9152852221159264e-07]"
/kaggle/input/mosquito-data/train_images/23c6b7d6-d25c-4b16-ae92-6d7eb96e6b5d.jpeg,albopictus,albopictus,"[1.212839265463117e-06, 0.999932050704956, 4.120311383748465e-11, 4.7159894165815786e-05, 1.721823173284065e-05, 2.3240420432557585e-06]",albopictus,"[0.00010188073792960495, 0.9996604919433594, 6.296879746514605e-06, 1.2356472325336654e-05, 0.0001874713780125603, 3.1434356060344726e-05]",albopictus,"[1.7908932932186872e-06, 0.9999786615371704, 1.5408245701564738e-07, 1.5729956430732273e-05, 3.4926520129374694e-06, 1.244505796194062e-07]"
/kaggle/input/mosquito-data/train_images/b7f54e5a-8f50-466b-9e24-0997c510f7d2.jpeg,albopictus,albopictus,"[2.886790184675192e-07, 0.9999996423721313, 5.213262005247798e-13, 1.1099094621158656e-07, 4.3233930324682035e-11, 1.33978023120207e-10]",albopictus,"[1.0156256848858902e-06, 0.9999964237213135, 5.749931801801722e-07, 1.117715783038875e-06, 1.820367856453231e-07, 7.647797133358836e-07]",albopictus,"[8.728301281735185e-07, 0.999998927116394, 1.6270885083713438e-08, 1.2127428306030197e-07, 7.516036504284784e-08, 3.8537230295787595e-08]"
/kaggle/input/mosquito-data/train_images/dab877c6-b9d2-4a8e-8101-78d2446ef138.jpeg,albopictus,albopictus,"[0.00010230841871816665, 0.9998974800109863, 2.3779884311680988e-12, 8.392684880398349e-10, 1.1738080507583959e-09, 1.8584772476515354e-07]",albopictus,"[5.2540585784299765e-06, 0.9999901056289673, 1.0823828233696986e-06, 1.4223367088561645e-06, 4.027467639389215e-07, 1.6433297105322708e-06]",albopictus,"[3.674390143260098e-07, 0.9999991655349731, 2.1333045552296426e-08, 1.1281898082415864e-07, 1.3220490302501275e-07, 2.8143418262516207e-07]"
/kaggle/input/mosquito-data/train_images/c8bb94d2-7b58-46b7-bd1d-f7aff664fda7.jpeg,culex,culex,"[2.977226538219968e-12, 0.00020520418183878064, 1.0280667810114164e-11, 0.9997946619987488, 1.533507969497805e-07, 1.8859498407408637e-09]",culex,"[1.6474992889925488e-06, 9.031340596266091e-05, 2.6633485958882375e-06, 0.9998929500579834, 8.21696357888868e-06, 4.221803010295844e-06]",culex,"[1.950221303559374e-06, 0.0007371347164735198, 5.71635951018834e-07, 0.9988962411880493, 0.00036393917980603874, 2.3642537883006298e-07]"
/kaggle/input/mosquito-data/train_images/3c55cf12-c8d5-429a-b224-4969d306c83a.jpeg,albopictus,albopictus,"[7.304323662538081e-05, 0.9704382419586182, 5.410062840383034e-06, 0.02910984493792057, 4.155540591455065e-05, 0.00033194408752024174]",albopictus,"[6.600917458854383e-06, 0.9994240999221802, 1.3900308658776339e-05, 0.0005438022199086845, 2.4780888452369254e-06, 9.124820280703716e-06]",albopictus,"[2.5599840114409744e-07, 0.9999973773956299, 9.116811838794092e-08, 1.8903098180089728e-06, 3.4077291388712183e-07, 1.3830855571939082e-08]"
/kaggle/input/mosquito-data/train_images/4a8ae817-cbf6-4fd9-9f9f-9ccaa199e0f1.jpeg,culex,culex,"[2.2352332658404084e-12, 1.1029076318891384e-07, 3.3576096764020846e-11, 0.9999997615814209, 7.280867464487528e-08, 1.4164362127644381e-08]",culex,"[9.03672912500042e-07, 9.973708984034602e-06, 4.28238138283632e-07, 0.999985933303833, 2.371293930991669e-06, 4.3437918861854996e-07]",culex,"[1.1487338724691654e-06, 3.759331229957752e-05, 8.293987775687128e-06, 0.9013344645500183, 0.09861762076616287, 9.025599752021662e-07]"
/kaggle/input/mosquito-data/train_images/bd0baf6d-e44f-4619-8da7-7688cf3a208c.jpeg,albopictus,albopictus,"[1.9628744851729607e-08, 0.9839354753494263, 3.018685024169798e-10, 1.7360096080665244e-06, 4.0608199469716055e-07, 0.01606222242116928]",albopictus,"[4.5688366299145855e-06, 0.9999717473983765, 4.016259254058241e-07, 3.02629615589467e-07, 1.8841645044176403e-07, 2.2747857656213455e-05]",albopictus,"[1.8307687810192874e-07, 0.9999992847442627, 3.566628592466259e-08, 9.099439779447493e-08, 3.260846170860532e-08, 3.5184078228667204e-07]"
/kaggle/input/mosquito-data/train_images/1cc93656-18dc-430c-afd7-9944e1aa2321.jpeg,culex,culex,"[7.449530992076348e-10, 9.715873602544889e-06, 3.2308822284221606e-10, 0.99895179271698, 0.0010383775224909186, 1.076631672702888e-08]",culex,"[3.0044618597457884e-06, 0.00015477552369702607, 4.483299562707543e-06, 0.9998207688331604, 9.179433618555777e-06, 7.778547114867251e-06]",culex,"[1.2162473694843356e-06, 0.000161589021445252, 8.765531447352259e-07, 0.9996730089187622, 0.00016257178504019976, 7.616446850988723e-07]"
/kaggle/input/mosquito-data/train_images/9018a4fc-0207-43e0-ad6c-9b8a04374f0a.jpeg,albopictus,albopictus,"[1.5984137746727356e-07, 0.9991269707679749, 2.0487124496870734e-10, 1.0291234957549023e-06, 3.837010265073104e-09, 0.0008718297467567027]",albopictus,"[2.4146827399817994e-06, 0.9999934434890747, 3.627957880780741e-07, 6.567021273440332e-07, 8.361545837942685e-07, 2.2508497750095557e-06]",albopictus,"[1.2422822237567743e-06, 0.9999961853027344, 8.926289751798322e-08, 1.3069126225673244e-06, 7.153307279850196e-08, 1.0177255944654462e-06]"
/kaggle/input/mosquito-data/train_images/27ad28eb-b871-4a9a-a18b-0d277489bc93.jpeg,albopictus,albopictus,"[1.5276241072115226e-07, 0.9956831932067871, 9.959564728490022e-09, 0.004301383625715971, 1.4070672023080988e-06, 1.3863249478163198e-05]",albopictus,"[2.0243717244738946e-06, 0.9999773502349854, 1.3499054603016702e-06, 1.807635635486804e-05, 8.115472382996813e-07, 3.900532590250805e-07]",albopictus,"[2.410535842045647e-07, 0.9999669790267944, 1.5824835486455413e-07, 3.2207113690674305e-05, 2.095758446785112e-07, 2.9249633826111676e-07]"
/kaggle/input/mosquito-data/train_images/60b80b15-8d5f-4bd8-8ce3-7c2ee0e844f1.jpeg,albopictus,albopictus,"[2.198428106225947e-08, 0.9999544620513916, 1.3525959519089525e-10, 7.809405246916867e-07, 3.5693827271643386e-07, 4.430513217812404e-05]",albopictus,"[2.5375311452080496e-06, 0.9999860525131226, 5.195824996917509e-07, 1.7117248489739723e-06, 1.141018060479837e-06, 8.138217708619777e-06]",albopictus,"[2.2031154003343545e-06, 0.9998917579650879, 3.4177739394181117e-07, 7.862889106036164e-06, 9.77282616076991e-05, 1.2924716941142833e-07]"
